UPI_Frequency,UPI_Spent_Monthly,UPI_Groceries,UPI_Utilities,UPI_Transport,UPI_Mobile,UPI_Rent,UPI_Ecommerce,Merchants_Paid,ATM_Withdraw_Freq,ATM_Withdraw_Amount,Loan_Repayment,RD_FD_Amount,Digital_Gold_Savings,Mutual_Fund_SIP,SHG_Contribution,Chit_Fund,Electricity_Payment_Timing,Gas_Bill,Water_Bill,DTH_Internet_Bill,EMI_Payment_Status,Shakti_Score
1,24047,8127,2353,1859,848,16461,17400,24,9,25734,3586,46224,7719,7064,2886,3122,On-Time,157,179,2359,Delayed,504
1,24801,1222,4192,1001,167,14598,7585,17,5,26109,0,5846,2878,7786,4514,9871,On-Time,1479,307,2330,On-Time,373
2,2229,5122,4534,717,818,3518,14657,6,2,4326,0,3261,1601,9695,3121,2170,On-Time,274,682,2065,On-Time,161
1,40667,8057,2647,1666,912,18507,18970,24,5,3073,0,49668,8844,10056,1370,4422,On-Time,589,488,2067,On-Time,614
2,32788,7821,1343,952,112,5124,1139,16,9,19876,0,14604,6854,7436,1561,7432,On-Time,1126,312,2456,On-Time,422
1,38904,7187,4531,546,867,6533,4582,48,8,25978,3586,19198,9336,9248,3860,7467,Late,120,358,2431,On-Time,824
2,11787,2174,3243,538,548,6939,5462,35,3,27502,3586,44960,5534,12280,4906,722,On-Time,1215,791,1318,On-Time,625
3,7422,1544,880,1723,808,8287,10862,40,9,28946,0,33198,3378,366,1656,2635,On-Time,1449,543,2217,On-Time,575
2,32553,3963,4885,1456,660,19735,15659,2,4,22194,0,41176,6863,5458,2980,8406,On-Time,138,587,2085,On-Time,327
2,39527,8782,3081,1984,146,19851,15512,6,0,3745,0,34016,3371,4002,2440,1375,On-Time,1112,953,2261,On-Time,342
2,8366,4886,3110,1053,77,16673,3849,48,5,21697,0,276,5865,4048,2577,9264,On-Time,357,198,1489,On-Time,573
1,36412,288,2086,691,766,10719,9523,18,1,8418,0,4089,8037,2541,104,3717,Late,1040,776,2394,On-Time,413
2,28542,7856,1280,937,401,24527,14977,11,9,4935,3586,2179,1968,9640,3719,1901,On-Time,950,180,1311,On-Time,351
3,5006,2373,144,1019,840,29159,19309,16,6,19336,3586,21705,4939,13259,3702,2157,On-Time,820,933,1519,On-Time,341
1,15423,8023,4748,154,422,18465,10860,25,7,20474,0,1662,8236,9490,4998,2383,On-Time,1194,703,2382,On-Time,390
1,40259,4307,1222,1674,437,22421,11605,22,9,11768,0,36834,4623,6551,346,4862,Late,1313,962,585,On-Time,507
3,23914,8524,4048,822,906,11335,1661,19,9,6341,0,17156,3912,5142,1148,9885,On-Time,687,341,825,On-Time,450
1,14784,1755,3433,493,709,19906,7312,34,9,27348,3586,15731,9928,12574,918,8059,Late,1031,463,2472,On-Time,553
1,18977,6406,1631,1941,886,23367,6318,37,8,24064,0,38069,3025,8632,143,7713,Late,267,991,2411,Delayed,596
3,49108,7975,2181,933,708,3628,19634,41,3,6862,3586,12851,1178,6649,964,5307,On-Time,365,340,440,On-Time,748
3,41611,2977,4831,1000,244,25635,10547,17,3,20563,0,21594,6880,2822,2133,7319,On-Time,203,316,762,Delayed,487
2,40583,8578,1386,141,68,4021,1587,18,7,25349,0,25002,8308,8616,867,9343,On-Time,806,274,1681,On-Time,523
1,26941,7547,3901,1663,233,11773,11514,13,6,1516,0,6331,46,4400,929,1783,On-Time,413,360,801,Delayed,359
2,14329,9097,1192,1026,880,22487,1313,5,6,8778,3586,14019,8429,2017,794,3527,On-Time,664,876,1279,On-Time,139
3,33546,1603,550,918,694,21489,1686,18,7,12697,0,31905,514,498,590,7096,Late,216,341,636,Delayed,393
3,34966,7946,3389,1399,264,13761,2670,42,6,15673,3586,10014,3053,13896,58,6191,On-Time,1143,483,471,On-Time,701
1,28142,5357,1936,748,986,25273,1983,47,3,26282,0,21077,8732,1219,3090,6555,On-Time,654,558,1285,On-Time,720
1,30628,5251,4104,1060,688,10623,6269,45,3,28255,0,14860,3508,1225,1299,6737,Late,580,661,735,On-Time,642
2,45515,4290,1397,191,164,22389,18549,21,6,24975,0,38859,9225,9059,392,3232,On-Time,310,775,1964,Delayed,585
3,24408,3307,4775,1793,815,8359,9147,22,9,16581,0,39448,2763,9683,3325,2982,On-Time,534,361,2155,On-Time,542
1,27952,6227,2788,419,98,6953,19602,6,3,25476,0,41113,2102,5301,1449,2263,On-Time,814,870,1854,On-Time,341
2,26206,7576,633,355,630,20956,5169,12,3,7507,3586,43042,7526,7141,3732,5179,Late,702,782,2463,On-Time,443
2,3248,4201,2571,1407,389,8425,15764,8,1,14384,0,46522,4534,6568,3449,5624,On-Time,1323,368,1392,On-Time,271
2,23923,8592,1967,1472,730,28902,8983,23,5,14010,3586,6361,4987,11450,971,5767,On-Time,622,401,1931,On-Time,410
2,48682,1164,949,1257,119,28170,5595,37,4,4824,0,15599,8557,13765,3862,5647,Late,1087,796,1863,On-Time,804
1,11449,3146,3185,1212,600,16974,11764,14,8,18009,0,32838,2715,629,3965,7385,On-Time,1387,883,2472,On-Time,310
1,46831,9865,4827,118,192,10262,9550,16,1,10156,3586,963,4972,845,4956,2775,On-Time,534,761,963,On-Time,448
3,20467,280,3859,774,499,16007,10111,26,2,5545,3586,39695,3009,10205,2810,6206,On-Time,531,117,2104,On-Time,549
2,21023,9946,3487,621,317,4432,5674,9,2,20129,3586,32957,6048,997,1348,4017,Late,1288,150,1517,On-Time,310
3,32275,8335,1091,1871,796,3534,12330,26,7,5500,0,19955,2122,3700,2156,9588,On-Time,1023,482,2385,On-Time,537
3,3104,257,2367,417,327,6515,17846,47,9,5707,3586,44676,7915,1874,1707,244,Late,1404,597,614,On-Time,597
3,40182,9128,2597,237,829,6133,5947,5,6,28998,0,16226,56,12944,3484,589,On-Time,1485,800,553,On-Time,420
1,13158,254,3274,430,543,24425,14245,24,4,2048,3586,46837,6655,14672,1229,8378,On-Time,756,396,349,On-Time,526
2,12053,8610,167,222,501,10146,14460,1,3,19615,3586,28396,2448,13165,4084,7695,On-Time,914,408,1435,On-Time,283
3,12153,6150,4041,672,352,16945,8404,32,9,21920,3586,29292,281,6968,4072,4196,Late,1334,846,1540,Delayed,549
1,39714,9096,456,1844,87,10227,9426,4,1,6581,0,4783,5742,2592,1124,6964,On-Time,343,923,1023,On-Time,331
3,17435,406,4831,1132,779,18271,4744,13,4,1542,0,19480,3948,3132,2329,6675,On-Time,226,765,2399,On-Time,337
2,23434,6097,1175,1174,277,17036,15530,25,8,29538,0,558,7849,7768,834,6164,On-Time,603,560,436,Delayed,448
3,45498,9790,1797,1130,683,25677,13797,25,2,27522,3586,37764,8529,1323,4134,2925,On-Time,203,305,785,On-Time,641
3,12583,3579,2297,450,364,25654,10741,8,1,1395,0,17038,481,9348,4092,9272,On-Time,940,633,1161,On-Time,303
3,611,813,2873,1371,623,27783,19118,15,7,3950,3586,49115,757,5208,606,1544,On-Time,797,145,770,On-Time,289
2,16278,6352,1685,581,189,28398,11598,25,4,9242,0,450,4362,8842,2885,9008,Late,1397,571,990,On-Time,439
3,9158,7667,2220,631,457,21035,7606,24,1,4682,3586,41062,730,8217,268,2359,On-Time,211,228,595,On-Time,426
3,39915,8972,2729,228,698,29844,17405,29,7,25823,0,18856,8121,6095,583,5162,On-Time,465,980,2340,On-Time,550
3,21448,402,4508,473,880,13782,15483,32,2,28680,0,13996,6948,10476,139,7393,On-Time,1202,423,950,On-Time,501
3,34476,4725,1752,1429,734,19203,14758,48,6,9715,0,47289,5374,10185,4404,9372,On-Time,1452,326,1741,On-Time,870
2,16861,4454,4987,618,490,27237,2398,16,6,17328,0,33990,7843,13641,1442,7525,On-Time,1016,829,2021,On-Time,460
2,33386,7978,4611,582,586,8586,14895,35,1,6611,3586,12248,8007,12435,2737,6847,On-Time,1258,524,2228,On-Time,630
3,18902,4489,2326,1762,850,11978,1933,42,8,445,0,46536,7750,12490,3438,4255,On-Time,611,126,373,Delayed,673
1,49920,2381,1857,402,70,11012,869,46,6,25912,3586,8287,5612,11760,2485,2129,On-Time,1067,328,1252,Delayed,825
1,33879,8872,4206,1339,841,15005,2904,30,9,16695,3586,47510,6526,93,1766,4081,On-Time,776,810,752,On-Time,616
2,29480,180,1450,1275,872,13051,7553,37,2,16752,3586,39216,3920,14141,2762,869,On-Time,324,262,1509,On-Time,677
3,4075,7304,3106,930,698,26081,1640,17,6,27780,3586,31571,9893,1043,4443,647,Late,946,771,548,Delayed,304
1,16171,3053,1515,1827,952,5664,6041,8,3,24353,0,39431,6436,7975,4134,7993,On-Time,625,481,1161,On-Time,318
3,31849,4216,3646,1412,741,11363,5700,28,7,5958,0,46747,7952,11870,2883,6012,On-Time,635,660,496,On-Time,606
3,26957,2635,4986,976,860,3203,16590,25,3,7014,0,16169,5948,4421,2644,778,On-Time,510,233,1733,On-Time,476
1,43250,1161,978,615,716,28635,11450,25,0,2080,0,36021,5731,5697,969,7247,On-Time,995,886,1315,Delayed,625
3,15936,9482,3902,761,959,6082,2699,48,2,28961,0,23942,1493,6480,1817,6383,On-Time,945,129,1186,Delayed,633
2,30804,1824,4935,1042,549,27617,15705,30,5,20020,3586,15893,8463,4377,3488,3814,On-Time,102,676,2089,On-Time,550
3,18524,7801,3059,620,874,19200,5376,49,2,28687,0,2251,6205,5009,3321,5378,On-Time,255,602,1700,On-Time,695
2,14956,7438,2766,500,321,13642,19697,23,7,25901,0,27720,111,154,2426,4460,On-Time,665,495,360,On-Time,427
3,44896,2300,3436,1039,744,21298,14407,34,7,5244,0,438,850,7321,3854,740,Late,903,679,1872,On-Time,653
2,28014,2781,304,530,136,23410,17950,30,7,3688,0,47647,3626,10457,4039,9219,On-Time,1192,490,1566,Delayed,620
3,25776,1214,647,86,445,26903,3525,32,9,12651,3586,22986,2235,5563,1199,1063,On-Time,1213,549,1021,On-Time,507
1,26354,1079,4176,1329,728,3559,13241,5,0,16937,0,23056,410,1750,1186,3434,Late,190,192,1391,Delayed,282
1,41318,1158,2711,829,102,19300,13424,6,9,15312,0,22759,1887,4226,2341,3360,On-Time,1091,152,442,On-Time,372
3,30918,2244,3817,529,500,8085,19019,30,5,2043,0,20651,4794,6946,1821,9405,On-Time,1111,134,1256,Delayed,615
1,36765,2715,3344,1024,930,5410,2723,4,2,18641,3586,9352,468,1500,4225,4274,Late,798,721,371,On-Time,313
1,4071,7473,3239,369,422,13465,3503,19,6,6956,3586,26178,2768,1483,4779,6022,On-Time,1489,462,1705,On-Time,359
2,2936,6592,2743,1252,310,9390,2900,3,8,27309,0,13776,2302,2227,1058,9046,On-Time,575,308,1126,Delayed,97
2,33175,6427,3773,435,172,10246,5071,48,6,22203,0,20053,2204,8527,4648,18,On-Time,1026,333,2360,Delayed,725
2,8979,5247,2740,320,246,10688,7821,41,6,28238,0,25708,3981,4675,3727,4887,On-Time,588,641,2128,On-Time,535
2,46310,119,111,719,906,17240,18688,32,6,640,3586,2261,1721,11966,3407,5091,On-Time,1176,212,789,On-Time,673
3,4828,2110,4061,978,69,7822,8795,27,7,8992,3586,42883,4084,2763,4778,9876,On-Time,1252,204,1801,On-Time,508
2,15846,8821,2805,1365,283,24674,530,2,7,20267,3586,43046,858,8053,4915,5717,On-Time,1054,337,405,On-Time,321
3,25036,5921,1327,1462,586,15185,2647,23,1,28421,0,12241,7323,10942,1660,6472,On-Time,1310,796,2416,On-Time,476
3,18638,5730,3615,1881,840,21789,14167,37,1,6137,0,4692,5112,9892,1636,1425,On-Time,1108,995,2387,On-Time,504
1,43709,3332,2595,929,196,29377,2083,25,5,26203,0,16605,509,7365,3497,6644,On-Time,1268,445,2186,On-Time,629
1,48678,7330,3487,1959,131,25928,8759,20,4,26401,0,44992,9643,8773,4897,1822,On-Time,878,176,518,On-Time,633
2,6282,6640,3400,1455,860,21461,4510,29,5,22154,0,23135,7460,5985,2763,246,On-Time,602,360,571,On-Time,448
3,39314,4776,979,1639,980,27714,19327,44,6,1118,0,37324,7587,9314,3387,2315,On-Time,574,824,812,On-Time,786
2,25146,719,4900,1287,588,4946,6592,41,3,6009,0,30442,7213,3522,2436,1399,On-Time,463,296,2014,On-Time,627
2,7357,2512,2747,1886,324,5328,11088,47,1,18029,0,39569,9340,6701,4285,4263,On-Time,1475,663,2090,On-Time,718
2,10696,8228,4835,1119,581,26430,5797,29,3,11167,0,47189,816,1491,3080,740,On-Time,526,658,1574,On-Time,458
1,13820,4727,4189,726,541,17048,19636,46,2,17255,3586,16239,5470,12750,597,1789,On-Time,324,565,1423,On-Time,666
1,40787,7776,3698,1726,105,16908,12866,20,4,22299,0,26404,2787,7175,4242,3018,On-Time,733,483,2224,On-Time,529
1,5442,317,341,1522,454,16764,12899,48,4,5361,0,1602,6122,6041,3885,5467,On-Time,1391,939,2128,Delayed,569
3,42201,5947,1062,53,385,29150,6511,13,3,5441,0,43997,8230,7490,2223,6160,On-Time,853,273,638,Delayed,498
1,22198,2191,3189,648,798,18728,18547,45,7,17074,0,20088,6867,8779,529,2775,On-Time,236,740,2341,On-Time,691
2,12076,5261,2041,727,935,23194,13814,29,0,13665,0,18625,7857,11222,1125,3921,On-Time,459,641,1024,Delayed,468
3,40111,8537,3386,1447,127,6427,19189,23,2,23003,0,46391,3475,13773,4983,7467,On-Time,312,301,1884,Delayed,667
2,11739,6289,4392,1501,416,25800,7672,15,5,2281,0,22529,5082,7448,2348,377,On-Time,546,896,1638,Delayed,289
1,24300,3779,1396,632,373,10560,16312,24,5,3517,0,33148,5374,8847,4063,4874,On-Time,1476,950,1692,On-Time,480
2,49497,9028,2467,1258,484,24630,15573,12,5,20941,0,16001,8221,11472,3740,8623,On-Time,603,246,2130,On-Time,517
3,7796,6146,694,1505,540,25587,5442,42,6,18034,0,37793,7503,4204,61,7060,On-Time,1372,569,2181,Delayed,573
2,29234,384,4044,1391,760,9848,2931,11,8,23510,0,33796,5508,11304,1034,7153,On-Time,409,173,1756,On-Time,397
3,46935,8471,780,1044,541,14694,13395,46,9,12876,0,4372,6557,13274,1473,8022,On-Time,995,807,1434,Delayed,838
3,1762,2318,4955,1606,432,9691,15663,49,4,13400,3586,12686,6096,1619,3897,5213,On-Time,645,356,928,On-Time,540
2,36692,7745,4977,789,617,18109,13062,2,4,21416,0,32717,3656,14648,4939,4301,On-Time,1021,135,2427,On-Time,377
2,27700,2035,4187,1853,287,7529,2253,28,2,12726,0,14838,3356,9754,1781,3992,On-Time,1134,137,1938,On-Time,529
3,11319,7233,4915,1115,507,11319,9485,5,6,18863,3586,10954,7823,11913,4371,1155,On-Time,880,782,439,On-Time,266
3,28437,8875,3949,1251,344,16242,9059,37,2,24684,0,48971,8185,9294,2184,364,On-Time,365,624,2135,On-Time,634
2,33333,5424,568,725,591,4016,16088,4,1,27829,3586,19909,2075,1056,937,7945,On-Time,779,907,714,On-Time,301
1,21207,1061,714,295,768,10112,3452,37,3,27079,0,37209,1989,10034,4593,8611,On-Time,150,288,2456,On-Time,646
3,33162,1300,1900,1142,161,22263,3156,48,4,23724,0,4402,8096,13686,146,4800,On-Time,616,168,1503,On-Time,724
2,24862,5545,1074,714,744,20738,4139,14,7,6281,0,6775,711,2877,3306,5144,On-Time,607,260,1288,Delayed,315
3,18226,9439,3138,161,442,11471,5189,35,3,7410,0,41318,2636,92,1492,5310,On-Time,1369,770,2320,On-Time,552
2,14647,2238,4391,901,666,27805,18296,29,1,21617,3586,30485,7698,3016,3277,2655,On-Time,1318,591,562,On-Time,477
2,6080,4734,2030,842,53,29627,16820,37,6,2230,0,13687,8758,13302,273,3717,Late,620,912,1225,Delayed,554
1,24886,236,679,724,375,20429,13259,4,2,5414,0,3790,63,7934,3871,4013,Late,385,161,1014,On-Time,278
1,29692,5505,2351,593,154,10382,18884,15,6,19031,3586,3241,2415,9100,3404,8752,On-Time,293,265,1684,Delayed,397
1,28420,7342,4684,1867,237,3832,7155,46,1,5398,3586,46639,6537,14854,1277,5194,On-Time,1385,206,853,On-Time,836
2,18079,5874,4065,724,453,8659,2022,12,5,26459,0,14109,2394,4053,3859,6629,On-Time,410,293,526,Delayed,298
1,25457,2773,2177,792,799,24289,9247,22,2,16291,0,39801,8986,12100,2809,4885,On-Time,1194,553,861,On-Time,565
1,35249,3809,2946,1511,665,14843,6081,49,0,15315,3586,39450,3982,2441,4359,7466,On-Time,106,979,1745,On-Time,858
3,48530,2736,1173,781,929,8731,8260,4,5,28494,3586,48907,395,9578,342,1499,On-Time,513,455,1124,On-Time,415
2,34111,5972,793,1663,828,3570,12562,20,5,2003,0,6122,524,13172,3082,3189,On-Time,200,306,654,On-Time,490
1,11992,1483,817,750,706,16086,6234,49,7,6519,3586,21481,1685,2562,3563,6520,On-Time,1152,137,1281,On-Time,652
1,34453,7434,1801,566,856,5042,2456,45,9,16865,0,32947,2066,3680,338,6774,On-Time,227,384,899,Delayed,771
2,14646,3536,3311,1582,873,28602,9054,44,0,23212,0,17961,152,6001,2014,9581,On-Time,389,545,1008,On-Time,599
3,45637,7143,1445,1643,59,25993,11869,19,2,20981,0,27303,1393,8709,3580,4141,On-Time,108,205,865,On-Time,550
3,23778,7738,724,1298,189,19674,3470,22,3,3583,0,29624,5274,8041,4993,5448,On-Time,341,745,1562,On-Time,468
2,10234,1523,1366,1789,68,10132,7281,38,3,22778,0,2145,1427,2199,1966,448,Late,393,904,519,Delayed,510
3,11290,3407,4981,1209,491,28995,13938,45,2,3802,0,41460,5948,11523,1091,3205,On-Time,890,908,1888,Delayed,653
1,31062,7063,329,964,214,20460,12512,20,9,22945,3586,47121,8589,13162,835,277,On-Time,336,424,1602,On-Time,562
2,25469,1136,1433,834,180,8442,5779,24,8,28448,0,34878,7654,9995,3361,5282,On-Time,975,252,555,On-Time,562
2,45812,9161,3175,1108,190,20527,7931,28,4,2327,0,10322,6902,8724,394,3619,On-Time,854,678,657,On-Time,635
3,20112,2646,4452,1560,284,12444,5999,7,7,17667,0,28509,6053,1114,416,7116,On-Time,706,390,465,On-Time,286
3,11607,8971,4780,514,931,24104,2068,38,3,10940,3586,22054,6775,12478,864,8614,On-Time,166,556,1509,On-Time,584
3,13210,9037,4782,990,432,20454,4577,22,7,27619,0,19327,6868,11531,3488,4226,On-Time,499,309,1527,On-Time,399
2,47332,9183,3177,1512,933,14936,9875,26,3,2367,0,49444,5263,1749,2466,333,On-Time,1440,299,1552,On-Time,603
2,46157,7473,1974,952,443,14995,8672,29,6,2265,3586,22132,6103,10492,4663,3683,On-Time,267,739,1966,Delayed,692
3,42302,2498,717,718,221,14402,5938,41,8,17196,0,26306,9352,13451,2063,484,On-Time,174,182,1464,On-Time,780
1,5492,3209,1660,1134,989,10994,3157,17,0,3295,0,41367,6673,14726,2358,4409,On-Time,757,789,1063,On-Time,439
3,19416,2349,4244,614,772,27994,6135,4,6,13265,3586,8459,8654,13439,1706,6262,On-Time,694,605,1550,Delayed,207
3,42181,6125,2962,614,856,3535,10015,17,5,10412,0,24022,3105,11883,2135,465,On-Time,323,807,1791,On-Time,464
2,10603,4629,1641,1986,265,7001,19430,44,8,8017,0,27784,1648,6892,718,4250,On-Time,1390,298,2131,On-Time,610
1,20683,8339,1254,865,153,5704,14571,16,8,12766,0,38944,5870,12886,4318,9566,On-Time,1077,313,2246,Delayed,501
2,20476,4369,2992,1689,948,12463,14589,31,5,26682,3586,33878,8053,7574,3080,6949,On-Time,1199,756,2151,On-Time,529
2,27208,4934,4673,169,553,5059,14605,32,3,17184,0,22855,3852,5117,3921,1237,On-Time,1256,352,2439,Delayed,548
3,45875,9788,4368,104,719,29811,10793,22,3,18493,0,37019,378,8392,4310,6304,On-Time,972,581,566,On-Time,615
1,44292,3626,489,371,212,16459,11849,32,9,11833,0,13100,4945,10721,210,8722,On-Time,503,453,2074,On-Time,652
1,3944,3477,4677,125,480,29293,2501,8,3,28198,0,22061,259,474,3275,2704,On-Time,912,542,953,Delayed,208
1,18071,5359,1919,1574,172,18782,8411,30,3,20748,0,41649,7451,8782,539,920,On-Time,586,925,386,On-Time,504
3,46293,1498,1334,764,349,15206,7838,49,3,3620,3586,47963,1696,5883,3982,3395,Late,807,828,2021,On-Time,898
1,9542,9472,4809,1156,600,6595,16799,46,5,6458,3586,45944,1406,10177,366,458,On-Time,748,475,1987,On-Time,686
3,34909,6045,830,1833,828,29105,10499,7,1,26888,0,38916,4475,11826,3658,9480,On-Time,897,981,864,On-Time,472
2,21087,959,3045,185,893,24060,8516,34,4,17134,0,49332,6803,9708,1031,5531,On-Time,521,507,658,On-Time,663
2,33611,7840,2150,902,330,11602,4149,36,6,15703,0,46926,8646,5012,4837,8710,On-Time,1362,984,2397,Delayed,731
3,35335,3687,1392,827,530,14513,17603,39,9,7716,0,20642,9081,4163,3724,4682,On-Time,747,866,1947,Delayed,695
3,7830,8492,444,563,684,6420,18348,10,1,25335,3586,6905,6914,4443,2555,4559,On-Time,155,847,703,On-Time,189
2,35233,2233,1428,336,474,23718,18141,20,1,28803,0,14404,4930,6865,4135,7345,On-Time,1194,588,1282,Delayed,550
1,17944,7684,1282,982,428,18706,9150,24,7,29489,0,22482,7358,1398,1449,1116,On-Time,1298,523,1259,On-Time,352
2,21010,2910,3044,1848,914,20413,2639,36,1,3069,0,1053,1978,4123,695,9418,On-Time,298,312,2245,On-Time,486
1,12406,1682,462,937,89,19217,14985,49,6,12406,0,21632,6065,5793,860,8076,Late,603,850,727,Delayed,667
1,47588,8224,4528,1807,291,4438,13423,36,3,12505,0,1478,9977,310,4617,1006,Late,743,919,425,On-Time,637
2,41212,4571,776,1796,902,13105,8762,24,4,22855,0,24823,5382,11782,1584,5347,On-Time,1038,580,1470,On-Time,566
2,21591,1250,4127,1940,681,18389,10495,47,3,6119,0,2810,7486,11922,1522,4979,On-Time,1158,825,551,Delayed,641
2,4972,6980,4033,456,173,15934,19495,20,1,23563,0,27140,1046,5023,106,2251,On-Time,1427,330,2387,On-Time,337
3,20415,1222,2347,1947,430,4149,19196,19,1,20465,0,48905,1586,7408,2443,5534,Late,1084,658,324,On-Time,503
1,29977,4748,573,686,768,12630,2365,38,0,25992,0,10389,9022,1505,2140,8981,On-Time,384,559,492,Delayed,612
2,18271,6635,547,151,961,20688,17151,1,3,19657,0,32216,2223,5638,1124,3034,On-Time,195,992,544,On-Time,217
1,39404,8908,1221,383,536,11236,4362,7,7,6621,0,35252,5470,5037,2016,3611,On-Time,800,566,1246,On-Time,386
3,2223,4861,2805,885,737,3485,16404,20,4,17763,3586,21794,2098,13564,997,945,On-Time,1210,328,2184,On-Time,328
1,19293,7028,4399,1982,753,27329,8813,20,5,1416,3586,5095,2705,9374,111,5526,On-Time,721,935,824,On-Time,398
1,17091,5246,105,560,942,17461,12842,12,5,18955,3586,3637,9062,1,2134,4173,On-Time,1478,881,2348,On-Time,270
3,29330,1257,284,1392,186,5881,9243,20,9,24376,0,28744,3644,8905,2117,9247,On-Time,1474,347,1579,On-Time,545
2,44478,3647,554,804,783,18429,7392,17,6,4717,0,3041,5393,5642,1638,8259,On-Time,849,564,686,On-Time,460
3,47272,4509,4538,1547,521,23459,18954,17,2,6909,0,19653,6757,2868,558,2591,On-Time,962,332,2051,Delayed,480
2,13397,8811,1015,922,290,24237,17569,27,1,6078,3586,48990,4733,10183,4568,953,Late,1125,717,1012,On-Time,526
2,41347,754,3127,1454,466,22430,4465,41,2,25413,0,22190,2680,4076,616,5528,On-Time,1139,879,1563,Delayed,734
3,48436,220,2437,1670,541,25433,7280,33,3,13663,3586,38480,2597,3832,3446,9604,On-Time,345,536,876,On-Time,734
2,46056,5311,4862,675,250,28845,17639,25,3,4654,0,24913,7910,3037,4076,9247,On-Time,579,543,1870,On-Time,585
3,26153,8804,2018,1284,509,8013,13094,14,4,7848,0,8596,4019,6510,914,9610,On-Time,737,206,936,On-Time,371
2,1079,3248,1658,1500,771,21724,10664,14,6,17955,3586,40654,8752,3735,1508,5690,On-Time,524,737,1243,Delayed,272
3,16101,6993,2947,1081,979,16580,14884,47,4,6096,3586,3932,8934,9781,4965,42,On-Time,926,682,2069,On-Time,688
2,19376,1410,1330,114,146,19991,10043,26,6,14389,0,11504,5582,7525,3726,3244,On-Time,457,410,2416,On-Time,456
1,9456,2137,4969,1281,529,6042,18146,39,9,19649,3586,18515,139,13008,1466,2589,On-Time,1274,502,1373,Delayed,531
1,17703,3532,1242,954,503,14622,8988,36,3,18003,0,29138,9624,2926,912,5637,On-Time,845,425,2007,Delayed,592
3,19640,942,1068,612,836,11950,17126,19,4,21670,0,34151,4582,5770,1936,7625,On-Time,120,872,2243,On-Time,434
3,18661,3074,2060,1768,711,25178,13628,48,1,13991,0,41682,2346,3167,4824,2588,On-Time,879,368,717,On-Time,745
2,24069,4772,2641,199,155,15548,12787,46,2,4567,0,22037,2402,7873,3000,3655,On-Time,1034,714,955,On-Time,666
3,15621,5071,3139,1905,87,3759,12198,10,6,27431,0,9940,2786,12296,72,3603,On-Time,1170,857,1555,On-Time,250
1,20973,9139,2959,698,249,5535,17081,23,4,20760,0,25935,5302,2111,931,5630,On-Time,512,535,2411,On-Time,445
2,18823,8936,3031,1971,940,20001,4870,49,9,25450,0,1133,5421,2661,4575,8325,Late,514,551,2297,On-Time,672
2,49074,7389,4236,953,934,18481,8320,14,4,12715,0,6570,6656,7470,4571,5646,On-Time,1040,814,2130,On-Time,466
3,22650,5791,3130,354,128,3740,1825,10,0,16684,3586,19568,4965,11334,864,7643,On-Time,517,656,1941,Delayed,285
1,47042,4259,1406,164,990,11036,18488,26,3,23046,0,12,5550,6035,1192,7604,Late,1485,207,800,Delayed,546
2,38916,2619,4555,612,390,17539,17069,48,7,14976,3586,20452,9977,13506,2385,8843,On-Time,186,322,2229,On-Time,816
2,34475,5302,548,1464,81,23724,8881,3,8,21499,3586,42992,9224,2310,2708,4910,On-Time,1003,448,2058,On-Time,364
2,25853,1295,2344,666,320,25544,18458,11,7,6284,3586,40153,2167,6090,4202,6120,On-Time,869,367,853,On-Time,355
2,38738,9670,2392,1818,142,17118,17898,35,8,16411,3586,31344,1266,14514,3484,1828,On-Time,818,300,643,On-Time,688
1,35008,1504,2476,1848,545,15889,5064,7,0,22056,0,721,9364,7956,2946,4792,On-Time,1180,793,1541,On-Time,368
1,10384,7470,537,1646,665,22248,7445,14,9,21358,0,46078,2335,6779,3339,8084,On-Time,970,678,371,On-Time,380
2,10111,6528,3719,1937,588,15150,1238,9,8,24861,3586,11805,3270,10266,4195,4064,On-Time,399,920,594,On-Time,284
2,16554,9601,1872,721,508,10037,4948,8,1,14040,0,32489,7535,5774,3717,5851,On-Time,616,814,2167,On-Time,324
3,31641,1928,2802,1888,803,16403,19491,38,7,13380,0,25682,3466,10147,865,8315,Late,761,393,1031,On-Time,706
1,19719,8746,1662,87,682,27652,9607,39,1,4409,0,39925,2341,2822,3281,8496,Late,249,572,1034,On-Time,683
3,36152,8592,4671,1212,316,16219,587,27,6,1640,0,34974,9965,2881,3328,6560,On-Time,1046,745,1650,On-Time,625
3,36592,8195,3558,1328,299,29218,8730,30,2,14009,0,2695,1210,11881,2934,5832,Late,393,994,761,On-Time,545
1,26069,5635,521,1931,944,22159,19975,42,3,14910,3586,21507,8281,393,3616,9066,On-Time,736,251,1880,On-Time,617
1,34853,1784,3536,849,57,6493,9716,10,4,19904,0,4086,7390,8826,3403,2774,Late,959,276,2083,Delayed,372
3,35583,9525,3061,241,139,14273,11775,26,2,522,0,37750,4900,6977,2266,4556,Late,479,713,1189,Delayed,549
2,6408,7761,4441,1025,259,18119,14898,7,4,23704,0,16767,5240,2962,3311,9207,On-Time,1117,655,617,On-Time,182
3,34214,8665,3808,1815,131,13335,8645,13,7,4179,0,6762,4271,2749,2222,8468,On-Time,869,465,402,On-Time,339
3,37297,5221,4389,1995,398,10413,9228,27,7,21077,0,36947,7650,4278,4317,2866,On-Time,1182,864,1702,On-Time,590
